Employee_ID,Department,Age,Gender,Years_At_Company,Job_Level,Weekly_Hours,Training_Hours,Projects_Completed,Attendance_Rate,Engagement_Score,Salary_Hike_Pct,Prev_Rating_1,Prev_Rating_2,Performance_Score,Attrition_Risk
EMP1690,Finance,57,Female,9,5,42,95,6,0.9717972782064234,2.59417485746153,19,0,1,High,0.0
EMP1691,Marketing,31,Non-Binary,6,5,37,33,7,0.9983188471328334,1.67954669922648,14,1,1,Medium,0.5041666733083351
EMP1692,Data Science,46,Female,12,5,57,82,5,0.8588079420079998,2.5322627043431147,21,0,1,Medium,0.22037234332224645
EMP1693,Engineering,39,Male,2,5,41,13,5,0.9420486683854519,4.4864673853154,23,0,1,Medium,0.0
EMP1694,Marketing,40,Female,5,5,57,55,2,0.8230799716561656,2.4525148419585436,21,2,0,Medium,0.3775693172056354
EMP1695,Engineering,57,Female,13,1,41,27,7,0.8813618582713699,4.806414249999152,16,0,1,Medium,0.0
EMP1696,Engineering,31,Male,11,3,48,52,6,0.9695943386625181,4.78523559683355,19,1,1,Medium,0.003580260003584014
EMP1697,Engineering,54,Female,4,5,36,89,1,0.8735316092118217,1.579594637229384,16,1,1,Medium,0.4138147556367575
EMP1698,Data Science,26,Female,7,3,44,42,4,0.9182190761071228,1.7092450140905795,13,1,0,Medium,0.15846367379214704
EMP1699,Finance,56,Male,8,5,53,19,3,0.9007546887449268,4.450696281327557,9,1,0,Medium,0.0014655909870126727
EMP1700,Data Science,55,Female,11,4,43,82,3,0.9291903062224091,2.571043675698877,8,1,1,Medium,0.0
EMP1701,Sales,54,Female,14,5,50,68,7,0.994578877877539,1.0174959291320373,16,2,1,Medium,0.4732218073090995
EMP1702,Marketing,42,Female,11,2,53,40,4,0.8111471053002804,2.095487278821484,20,1,2,Low,0.1444874844196388
EMP1703,Finance,38,Male,1,1,52,37,8,0.9147923035003259,3.39051597278224,13,2,2,Medium,0.0
EMP1704,Finance,43,Male,5,4,43,69,9,0.9726057558500569,4.1970638638398725,7,1,2,High,0.0
EMP1705,Finance,58,Female,3,4,50,12,3,0.8962765423496856,1.5335544683730382,7,2,2,Medium,0.34299246608153466
EMP1706,Finance,36,Male,1,2,47,64,5,0.8157054371883146,1.4421654576669414,22,1,1,Medium,0.5190699617555005
EMP1707,Data Science,56,Female,12,5,44,23,4,0.9121078704833542,4.688370614289326,21,2,1,Medium,0.019663774175024504
EMP1708,Finance,49,Female,3,1,59,67,6,0.8664147781647641,4.004593471290331,14,1,1,Medium,0.43444449443505806
EMP1709,HR,28,Male,14,4,54,98,4,0.8309883570675872,3.359118403112314,6,1,1,Medium,0.11812216342206011
EMP1710,Marketing,53,Female,6,1,48,24,8,0.9698069026566947,4.076747159983713,15,1,1,Medium,0.0
EMP1711,Finance,32,Female,14,4,46,11,3,0.9043199025982244,2.715417445226554,7,2,1,Medium,0.07541879610324033
EMP1712,Marketing,31,Male,7,5,59,33,5,0.9866552824758134,4.033822989236507,6,2,1,Medium,0.4683861113931992
EMP1713,HR,30,Female,8,4,53,87,1,0.9612033009206138,2.487211965098143,13,1,1,Medium,0.0
EMP1714,HR,35,Female,13,4,41,73,6,0.9385943587547335,1.9763782899704094,23,1,1,Medium,0.547298357762983
EMP1715,Marketing,34,Female,11,3,57,80,5,0.8010051006730624,3.9160536851718746,6,1,1,Medium,0.25796982199293056
EMP1716,Engineering,46,Female,4,5,49,33,8,0.88556469132765,2.6786891686290732,23,1,2,Medium,0.09173666494778482
EMP1717,Sales,23,Male,3,2,50,36,9,0.8394972563304065,4.92550841730478,6,0,1,High,0.0
EMP1718,Engineering,56,Female,5,2,42,46,8,0.9821595822097735,2.397940729232404,19,1,2,Medium,0.06012367881516733
EMP1719,Engineering,28,Female,9,5,44,48,8,0.8349167969352721,4.686909682124264,7,2,1,High,0.18619148781501726
EMP1720,Data Science,42,Female,13,2,38,72,3,0.8572120103318571,4.731850194268318,9,0,1,Medium,0.0
EMP1721,Engineering,39,Female,6,5,53,88,4,0.9033673535468999,1.9674117882589846,15,1,1,Medium,0.37436443571468536
EMP1722,Finance,24,Male,9,2,53,35,4,0.8526727237996159,4.1928847263520534,11,1,1,Medium,0.061043999931684925
EMP1723,Data Science,32,Female,6,3,55,74,5,0.8419729354558243,2.7322980205782605,10,0,1,Medium,0.0
EMP1724,Data Science,45,Male,2,2,49,13,9,0.9198198650205505,4.670098908921393,18,1,1,Medium,0.18182787037428216
EMP1725,HR,40,Male,13,4,48,38,9,0.8177859045510049,2.800497090540955,5,1,1,Medium,0.01921922494586957
EMP1726,Engineering,25,Male,5,5,35,10,1,0.811633551744185,3.9772148693494644,21,0,2,Low,0.16798304917792745
EMP1727,HR,47,Non-Binary,12,1,50,59,8,0.8744490590372143,2.8678696366551915,21,2,1,Medium,0.0
EMP1728,Marketing,59,Female,11,1,44,95,1,0.9441328909015725,1.9112030228514247,18,2,1,Medium,0.30670515298269796
EMP1729,Sales,53,Female,9,5,53,20,2,0.9109613516547896,1.7974005157787452,14,1,1,Low,0.5372245013242511
EMP1730,Data Science,57,Female,8,3,56,83,7,0.8845752936933557,2.7017247770253823,12,0,0,Medium,0.36493266063414037
EMP1731,Marketing,58,Female,7,2,37,68,8,0.9131503128449165,4.02197862805686,12,1,1,Medium,0.0
EMP1732,Marketing,54,Female,1,3,39,71,1,0.8730902969306548,3.4202859407230672,18,1,1,Low,0.13418247258628963
EMP1733,Finance,57,Female,4,1,43,90,3,0.9872292670864226,3.754517159602173,11,1,1,Medium,0.20988412303524395
EMP1734,Sales,24,Male,12,5,52,45,7,0.8109809781821549,2.12930540292777,10,0,0,Medium,0.0
EMP1735,Marketing,30,Male,7,5,45,65,9,0.9346782958059671,2.925741383830422,8,1,0,High,0.014663258764617477
EMP1736,Marketing,29,Female,11,3,50,99,8,0.9782565329655502,1.177581059877308,5,2,1,High,0.4592521009760872
EMP1737,Sales,54,Female,7,3,36,30,8,0.9607769417470506,4.270129663832483,19,1,1,Medium,0.06301079955837327
EMP1738,Sales,27,Male,6,2,46,22,9,0.8368082069642894,4.959568648959499,19,1,1,Medium,0.0
EMP1739,Marketing,25,Male,8,4,56,18,3,0.8591852697960577,2.6275162504986835,5,2,1,Medium,0.3759297428152691
EMP1740,Sales,34,Female,11,4,40,20,8,0.9434095877414209,1.0438546125261734,24,1,0,Medium,0.4451547491239507
EMP1741,Marketing,23,Male,13,2,45,84,1,0.8168541118361532,1.6791705582037895,7,1,1,Medium,0.4266521649978201
EMP1742,Marketing,26,Female,6,4,42,79,8,0.9623723399665168,3.6101075110016754,9,1,0,High,0.0
EMP1743,Finance,48,Non-Binary,10,1,46,10,7,0.9437813889209581,3.4483172728154368,9,2,1,Medium,0.0
EMP1744,Engineering,53,Male,3,4,36,79,8,0.9459213298470686,4.151458878342176,8,1,1,High,0.0
EMP1745,Marketing,42,Male,4,2,43,86,1,0.8200482740535183,2.0155360438442727,21,2,1,Low,0.08534498362925423
EMP1746,HR,29,Female,14,4,49,95,6,0.9435521089632461,4.054527662188536,24,1,1,High,0.0
EMP1747,Data Science,59,Female,3,5,36,65,7,0.935963625043994,3.751936086094679,18,1,2,High,0.003322323851695945
EMP1748,Engineering,29,Female,1,3,35,40,5,0.9661844981643701,2.291257990855373,12,1,1,Medium,0.03587361439966162
EMP1749,Engineering,24,Non-Binary,10,1,44,95,5,0.8083191912512939,3.181952592227848,6,1,1,Medium,0.17804527512924062
EMP1750,Engineering,24,Male,5,5,36,46,7,0.8046221336935585,1.5890952339933069,12,1,1,Medium,0.3462593621096186
EMP1751,Finance,43,Female,1,5,46,56,3,0.8746014199757122,2.8102580137423305,5,1,1,Medium,0.07746256352751507
EMP1752,Marketing,27,Female,1,2,57,87,6,0.8297576567698306,4.524789358222564,8,1,1,High,0.43059600244378365
EMP1753,Finance,23,Female,2,3,42,56,7,0.9116768955140444,2.684765519301563,23,1,1,Medium,0.129599767063979
EMP1754,Marketing,44,Male,13,3,39,78,1,0.9834697803013498,4.358266825901688,9,2,1,Medium,0.05762287195956261
EMP1755,Finance,23,Female,4,1,56,67,2,0.8782959460668032,3.3610134610387776,9,0,1,Low,0.49915185727136846
EMP1756,Finance,59,Female,6,2,35,45,4,0.9689900754545209,1.767506852409427,24,2,1,Medium,0.22769539707087688
EMP1757,Data Science,38,Male,8,1,49,41,8,0.8000481749035734,3.3244249787915856,23,1,1,Medium,0.031126169966750484
EMP1758,HR,56,Male,13,4,40,73,6,0.8337029286918369,3.023933316628254,16,0,1,Medium,0.0
EMP1759,Finance,55,Female,3,5,46,80,1,0.8060847079308172,2.594565340785536,24,1,1,Medium,0.0
EMP1760,Data Science,44,Male,1,1,42,51,5,0.8656294361030138,1.4785217580642813,5,1,2,Medium,0.27324222954669225
EMP1761,Sales,51,Male,3,5,47,57,7,0.9816379191393005,2.6668346553889193,11,1,1,Medium,0.01609754975871555
EMP1762,HR,29,Male,12,2,53,83,6,0.8193904247197976,1.2910495049585085,21,1,1,Medium,0.5507707699313366
EMP1763,Finance,43,Female,3,4,35,90,9,0.9212819553487601,1.395076205595005,6,0,1,High,0.3591327654293959
EMP1764,Engineering,57,Female,5,2,45,39,8,0.8902991878238888,2.663666131730864,15,2,2,Medium,0.05902703110753223
EMP1765,Sales,26,Female,11,4,54,30,4,0.9876936424731625,2.221525927873855,11,0,1,Medium,0.0
EMP1766,Sales,34,Male,12,4,35,69,5,0.8245038285074188,4.702177303448893,21,1,1,Medium,0.0
EMP1767,Data Science,50,Female,12,5,42,22,7,0.8424055701004458,2.502823221521082,7,1,1,Medium,0.07348113435104174
EMP1768,Sales,52,Female,4,2,39,10,8,0.8059083937222987,4.0314324882884005,10,1,1,Medium,0.0
EMP1769,HR,37,Female,13,2,51,74,5,0.8867870499262748,3.120990105464971,15,1,1,Medium,0.0021626630593564707
EMP1770,Finance,51,Female,4,1,42,42,9,0.8555665799129308,3.816342674569342,22,1,1,High,0.0
EMP1771,Finance,37,Male,9,2,59,47,4,0.9739811867780642,2.0404639320615967,22,1,1,Medium,0.4893077434565692
EMP1772,Engineering,33,Female,7,1,44,34,4,0.9209881626395511,4.767619891353316,14,1,1,Medium,0.0
EMP1773,Data Science,38,Male,4,3,36,35,8,0.9228181475951404,3.120353987657696,9,0,2,Medium,0.03908699078019598
EMP1774,Engineering,37,Female,3,3,43,86,1,0.9063821393762606,4.325296285140999,19,1,2,Medium,0.0
EMP1775,Sales,33,Male,6,3,58,68,8,0.8183700674458403,2.460182773904454,24,1,0,Medium,0.3488894787671215
EMP1776,Engineering,29,Male,3,2,57,42,5,0.889003736745071,1.4008453962020981,8,0,1,Medium,0.4364799772459898
EMP1777,HR,41,Male,6,2,37,50,1,0.9999010379417033,3.694846590883395,5,1,1,Low,0.40920985716179087
EMP1778,Finance,24,Female,11,1,52,39,4,0.967045858169203,1.031038593349698,19,1,2,Low,0.6550556932826233
EMP1779,Sales,37,Male,13,4,41,66,2,0.9786918108334232,2.901171906262033,21,1,1,Medium,0.0
EMP1780,Engineering,51,Female,11,1,49,58,4,0.9646452718492999,1.771207610665837,23,1,1,Medium,0.28753443116670063
EMP1781,Data Science,44,Male,13,3,55,57,8,0.8206083386861965,3.5095020177414487,18,1,0,High,0.0
EMP1782,HR,49,Male,13,1,56,81,5,0.8454896508129599,4.917679492551409,23,1,1,Medium,0.4716879534819452
EMP1783,HR,26,Female,12,4,54,58,1,0.800624330271282,2.857611625282584,22,0,0,Medium,0.0
EMP1784,Engineering,41,Male,9,2,52,56,7,0.8607020249756223,4.269993026102666,6,1,1,High,0.0
EMP1785,Finance,22,Male,6,1,59,65,1,0.8217214804692986,3.031136747804484,10,1,1,Low,0.7770641872462675
EMP1786,Engineering,51,Female,12,3,37,74,9,0.8945586690603167,2.9833601244160963,17,1,1,High,0.0
EMP1787,Sales,42,Male,4,3,57,21,3,0.9354254977147805,4.721693972715111,21,1,1,Medium,0.40803850387636553
EMP1788,Engineering,41,Male,5,2,48,78,3,0.9749010590076155,4.5598634749867255,10,1,2,Medium,0.2203309815257758
EMP1789,HR,27,Male,13,1,58,97,6,0.9498434330181796,4.143201860751898,9,1,1,High,0.4632151629690773
EMP1790,Engineering,43,Female,6,4,36,15,6,0.987717119155701,2.1850230132671364,11,1,1,Medium,0.012592382048545514
EMP1791,Finance,39,Female,11,2,48,98,6,0.8107796580787578,3.180033662895762,5,1,2,Medium,0.05066364549090028
EMP1792,Data Science,29,Female,3,1,56,74,1,0.8024359670833083,1.89558893322274,17,1,1,Low,0.9599134664990298
EMP1793,Marketing,53,Female,8,5,45,34,5,0.9322676227672425,2.775666792186159,23,1,1,Medium,0.129963128530344
EMP1794,Engineering,54,Male,4,3,50,10,6,0.8578704820444493,2.9368522630391625,5,0,1,Low,0.16006699770997881
EMP1795,Finance,37,Male,8,4,42,41,8,0.8507002032211547,4.326560160677324,17,0,0,Medium,0.0
EMP1796,Finance,33,Female,10,4,41,12,1,0.8661774175387589,4.584113461299973,15,1,0,Low,0.16086968960595402
EMP1797,Data Science,59,Male,10,4,45,58,5,0.8539592115784729,2.6584802495859114,11,2,1,Medium,0.0
EMP1798,HR,55,Male,3,3,37,28,3,0.9022872812603174,1.0708177802929488,24,1,1,Low,0.5718805987802572
EMP1799,Finance,35,Male,10,1,51,69,2,0.8880296894448265,4.4470953591574185,7,0,1,Medium,0.0
EMP1800,Finance,57,Male,7,2,48,38,8,0.9024857102753313,1.6971147140054428,5,1,1,Medium,0.5197423199804908
EMP1801,Finance,54,Non-Binary,11,1,40,59,7,0.9345427223000873,3.487527855561574,12,2,1,Medium,0.06952927266643856
EMP1802,Finance,44,Male,13,2,42,11,7,0.8774261017942298,1.0998836017365248,21,2,1,Medium,0.42632654875753967
EMP1803,Sales,23,Female,12,4,56,82,5,0.8502615374284314,2.598025901042257,17,1,2,Medium,0.3997054588667405
EMP1804,Sales,42,Male,9,1,39,65,9,0.8332401073617491,4.943841208461399,18,2,1,High,0.0
EMP1805,HR,23,Non-Binary,4,4,42,26,5,0.8698948239065252,1.4027744044152124,9,0,1,Low,0.3818824762334323
EMP1806,Engineering,48,Male,8,5,36,69,2,0.9483612950492344,2.694772607998569,10,0,1,Medium,0.011316001139278317
EMP1807,Finance,30,Male,3,4,49,45,3,0.9513409820222939,2.2285998007598087,10,0,0,Low,0.2794641203573659
EMP1808,Data Science,22,Female,7,4,46,70,4,0.9333810773368421,4.620352493553057,12,1,1,Medium,0.0
EMP1809,Engineering,32,Female,3,2,51,26,5,0.846805635061375,4.477360431629421,17,0,1,Medium,0.0
EMP1810,Data Science,24,Male,12,5,35,58,3,0.9176172491709396,1.9507950412249153,22,1,1,Medium,0.44645021652142125
EMP1811,Engineering,44,Male,7,4,49,85,7,0.9141379323153697,1.3247511482017247,8,1,1,Medium,0.3916667799375653
EMP1812,HR,47,Male,14,4,48,69,5,0.8968532396219451,3.50855357624447,21,1,1,Medium,0.16857441919739613
EMP1813,Finance,25,Male,11,5,54,29,5,0.9099957972767728,2.345474847534839,9,2,0,Medium,0.12327283420682844
EMP1814,Finance,39,Male,10,5,56,59,6,0.8983581265247337,3.6883375624242523,7,0,1,Medium,0.49595080570233296
EMP1815,Marketing,27,Female,10,1,50,12,7,0.9130912732148216,1.128479024271258,8,1,0,Low,0.6757734114209905
EMP1816,Data Science,56,Male,11,2,43,52,8,0.9431011909242257,1.5335969407099577,9,1,1,Medium,0.2709832585548543
EMP1817,Engineering,43,Male,11,5,35,66,9,0.821925638880688,3.7454889310905735,18,0,1,High,0.06629937020525997
EMP1818,Engineering,36,Female,6,5,51,59,4,0.9499251504298047,1.849482621209991,19,1,1,Medium,0.4376325957646575
EMP1819,Sales,43,Non-Binary,2,3,47,77,5,0.8271772300255189,4.430350703049607,24,2,1,High,0.060642472839116335
EMP1820,Marketing,58,Female,11,5,55,90,5,0.813325599682075,1.2343635508405417,21,2,2,Medium,0.4492609486813053
EMP1821,Sales,33,Male,3,2,55,59,8,0.9952159372442935,1.8619279311422985,10,2,1,Medium,0.4452762587848066
EMP1822,Sales,59,Male,6,4,39,46,9,0.9913983537740882,4.9942409939402745,14,1,1,High,0.2700866469549595
EMP1823,Sales,39,Female,14,4,44,55,7,0.8120873089881129,2.7323044103471705,20,1,1,Medium,0.0
EMP1824,Data Science,56,Male,4,4,40,51,5,0.8886506882949925,3.811862654178574,21,0,2,Medium,0.09363373808293303
EMP1825,Data Science,51,Male,6,4,58,24,3,0.8372489876599549,1.7306521954280547,18,1,1,Low,0.9529010189735997
EMP1826,HR,45,Female,1,3,53,42,1,0.8970689794268837,3.439474939942151,24,0,1,Low,0.2790641583887672
EMP1827,HR,51,Female,10,5,59,89,9,0.9660354485999175,3.904424273477674,16,1,0,High,0.4939319890232456
EMP1828,Sales,35,Female,12,4,47,20,5,0.990122354948578,2.257906543466042,13,2,0,Medium,0.036442607713534796
EMP1829,Marketing,27,Male,1,1,35,29,9,0.9268505306903074,4.315588447903512,19,1,1,Medium,0.16692469423765
EMP1830,Engineering,24,Male,3,4,54,33,4,0.8707811334423634,3.413670313889133,16,1,1,Medium,0.0
EMP1831,Data Science,37,Non-Binary,8,5,59,73,5,0.9206651131289196,2.556492038460121,18,1,1,Medium,0.3512779058331778
EMP1832,Marketing,28,Male,8,4,49,89,4,0.8624002612216901,3.2305695733726343,22,1,2,Medium,0.02123800860234896
EMP1833,Finance,35,Female,11,3,48,74,2,0.9819647281664121,3.307043389743697,24,2,0,Medium,0.08808068534842221
EMP1834,Data Science,30,Female,4,2,42,97,1,0.9740800926211675,1.662141170775464,10,1,1,Medium,0.41794295212949334
EMP1835,Data Science,36,Female,6,2,44,97,8,0.9116463500559322,2.6109294794678646,8,1,2,High,0.12857590365105662
EMP1836,HR,42,Male,8,5,43,82,4,0.8649597830760721,2.3737223520779724,16,1,1,Medium,0.0
EMP1837,Engineering,56,Male,7,2,51,95,5,0.8586779351165957,2.6036108903165043,17,0,1,Medium,0.0
EMP1838,Engineering,23,Female,11,2,43,85,6,0.8066835989410119,4.044442353941031,23,1,1,Medium,0.030812833653650465
EMP1839,Finance,48,Female,7,1,37,26,8,0.9631641702050591,2.9301536298666906,17,2,0,Medium,0.0
EMP1840,Finance,23,Female,13,5,45,98,8,0.8900766426078016,4.761264612957057,16,0,1,High,0.054286372035822
EMP1841,Data Science,56,Male,4,5,46,70,7,0.865026585680053,2.174705653433745,24,0,1,Medium,0.0
EMP1842,Sales,39,Male,9,2,44,24,4,0.8942220709995508,2.662814313139716,7,0,2,Low,0.1659980209376543
EMP1843,HR,35,Female,12,2,59,60,6,0.9637475980909305,4.147827241916166,7,1,1,Medium,0.3925062428276277
EMP1844,HR,41,Female,10,2,51,36,4,0.8249228415415043,3.184098373283001,18,1,1,Medium,0.0028848894793184945
EMP1845,Data Science,39,Female,6,3,51,95,7,0.9715311976483655,3.188112585697791,22,1,1,High,0.0
EMP1846,Marketing,31,Male,14,4,59,83,1,0.9795017670216708,1.213360652020734,23,1,1,Medium,0.7796867953676573
EMP1847,Sales,46,Female,12,3,45,70,5,0.9893415830067777,2.5943986508738233,14,2,0,Medium,0.0
EMP1848,Data Science,23,Female,11,5,56,67,4,0.8794975984845256,2.08293492968693,21,1,1,Medium,0.48566651198694066
EMP1849,Sales,46,Female,3,1,38,40,7,0.8434280808075344,4.9973404913244615,19,2,0,Medium,0.01940210045057993
EMP1850,Sales,54,Male,5,4,41,21,9,0.8747281636933397,2.233420282529241,23,2,1,Medium,0.22567524721687665
EMP1851,Sales,57,Male,5,1,55,55,5,0.8665824192462807,4.5379861391754535,13,1,1,Medium,0.016070455127846186
EMP1852,Data Science,52,Female,14,5,48,40,4,0.835230782500572,3.70493494016191,8,1,1,Medium,0.0
EMP1853,HR,35,Male,5,5,41,41,9,0.9214533340202976,2.3636656367683617,19,2,0,Medium,0.26706753748630646
EMP1854,HR,22,Male,8,1,58,41,5,0.8953248321017258,3.1741375134964946,23,2,1,Medium,0.4413626377714336
EMP1855,Sales,37,Female,9,1,42,62,9,0.9731401984648007,4.362143519796775,20,0,1,Medium,0.09901247868928167
EMP1856,Marketing,24,Male,13,1,35,70,8,0.8064219160964117,4.5334731921236475,12,0,0,Medium,0.059210298320249155
EMP1857,Engineering,56,Female,9,5,58,55,4,0.9287735855110253,1.6415755000245809,21,2,2,Medium,0.8623011029297749
EMP1858,Data Science,27,Male,13,2,56,94,7,0.9525897757023123,2.3582925648326785,5,1,0,Medium,0.45356540513524746
EMP1859,Engineering,46,Female,6,1,38,83,5,0.9518973138376614,2.3408927208542867,11,2,2,Medium,0.0
EMP1860,Marketing,34,Non-Binary,6,4,46,89,4,0.977214793419105,1.1681791843037788,22,1,0,Medium,0.4367529047561412
EMP1861,Data Science,55,Male,9,5,58,16,5,0.9458067485658989,3.392951039407586,16,0,2,Medium,0.26751386961497614
EMP1862,Sales,29,Male,4,3,37,13,5,0.9855620123295392,4.419280211968752,20,0,0,Medium,0.0
EMP1863,HR,42,Male,6,3,47,61,9,0.8665313199641783,2.526297551302071,5,0,1,Medium,0.0
EMP1864,Engineering,55,Male,4,4,54,98,9,0.9006418833503086,3.960143779936708,19,1,1,High,0.035747018584872406
EMP1865,Finance,25,Female,11,2,40,40,6,0.8028159326565781,3.5108016544029597,11,1,1,Medium,0.03341262473382347
EMP1866,Finance,46,Female,1,1,45,84,4,0.8013915174606583,2.5025949419720033,21,1,1,Medium,0.04811458907651868
EMP1867,Marketing,36,Male,7,5,57,93,2,0.848025324090304,1.5642391979691883,7,2,0,Medium,0.8287296572749088
EMP1868,Sales,25,Male,14,1,38,45,3,0.820161439427817,3.8372954111038693,15,1,1,Medium,0.0
EMP1869,Engineering,33,Male,10,5,54,63,2,0.8520422735871508,4.418260675764962,10,1,0,Medium,0.0
EMP1870,Sales,53,Female,11,3,50,63,5,0.8354086589056795,3.7434179696059675,10,1,2,Medium,0.09203961612544849
EMP1871,Engineering,53,Male,12,1,41,26,6,0.8057040049677296,1.0715139361392723,19,1,0,Low,0.7067856677294401
EMP1872,Marketing,49,Female,6,4,56,84,5,0.9818608292812099,1.864931577563965,11,1,1,Medium,0.6853216901373451
EMP1873,Marketing,34,Female,9,2,45,39,2,0.8016446262777783,1.2779199395341276,15,0,1,Low,0.44690723674873545
EMP1874,Finance,52,Female,7,4,58,31,5,0.9472164288674171,3.281544398304907,21,0,1,Medium,0.32731106167952884
EMP1875,Sales,35,Male,13,2,35,52,9,0.8304295773839033,4.02591071536165,22,0,1,Medium,0.10452075820322507
EMP1876,Data Science,41,Female,7,1,41,36,4,0.98244592439992,1.4423167482746377,23,0,1,Low,0.7214884030183035
EMP1877,Finance,39,Male,2,1,46,46,2,0.9785591879179771,4.353351282373541,12,1,1,Medium,0.0
EMP1878,Sales,50,Male,12,2,41,55,3,0.9307802292738515,3.2220359135819328,24,1,2,Medium,0.03073093537363383
EMP1879,Finance,27,Female,11,3,57,44,3,0.9344468299601211,3.7598760485668996,12,2,1,Medium,0.5834431333140088
EMP1880,Data Science,53,Female,9,5,41,13,9,0.8010678283939378,4.885607394434585,15,2,1,Medium,0.04153114772403338
EMP1881,HR,50,Male,10,4,44,89,4,0.9969743132227205,1.3347239529907893,7,2,1,Medium,0.5421503285233094
EMP1882,HR,23,Male,9,4,50,89,1,0.9755665207151629,4.604896091911157,18,2,1,Medium,0.09987265700830984
EMP1883,HR,44,Male,6,4,42,94,1,0.9790212451460184,1.5044107839496372,13,1,1,Medium,0.3089801293772089
EMP1884,HR,40,Male,13,1,43,35,7,0.9318489074101743,2.571835226546729,5,1,1,Medium,0.0
EMP1885,Engineering,52,Male,3,4,43,28,7,0.8689573857309073,4.405754785324458,5,0,1,Medium,0.00347544782918479
EMP1886,HR,26,Male,1,5,36,90,2,0.9787297298180961,4.625016946951472,16,2,1,Medium,0.010413338802134003
EMP1887,Data Science,40,Male,4,5,47,54,9,0.8583033856302384,3.0254866941805814,15,2,1,High,0.09163289534385713
EMP1888,Marketing,55,Female,14,2,47,35,9,0.9125423086684405,3.3764185531017006,5,2,2,Medium,0.040868476227540855
EMP1889,Marketing,31,Female,14,1,57,31,5,0.8199461944687765,3.8325893383942287,24,1,1,Medium,0.10637990562218852
EMP1890,Engineering,46,Female,3,5,57,67,3,0.9843911260265501,4.331034673810857,16,1,1,Medium,0.26871597269072744
EMP1891,HR,23,Male,14,3,38,72,3,0.8281540915542427,1.4860446781506647,21,0,1,Low,0.3812619085023958
EMP1892,HR,32,Female,12,1,59,37,3,0.8449793611460815,4.2402772329169105,19,0,1,Low,0.6175365240655335
EMP1893,HR,52,Female,1,1,58,74,6,0.9116268316256431,2.925104602046467,6,1,0,Medium,0.4240487649467761
EMP1894,Finance,36,Female,3,5,46,53,4,0.9528186000425963,2.802493700432676,22,1,0,Medium,0.028322495861071845
EMP1895,Sales,30,Female,14,3,51,52,8,0.9238702611872598,2.695599007987993,20,2,0,Medium,0.0
EMP1896,Finance,44,Female,14,2,36,46,5,0.8464267825600312,3.0368463409841704,8,0,1,Medium,0.06741440051199891
EMP1897,Sales,40,Female,4,5,47,75,1,0.8001886085054981,4.780202213578415,12,2,1,Medium,0.07162624964685292
EMP1898,HR,30,Male,13,3,52,26,9,0.9514301160614879,3.1928150911686064,6,1,1,Medium,0.0
EMP1899,HR,56,Female,13,1,49,49,1,0.9970414651822188,4.8127101530525564,18,2,1,Medium,0.0
EMP1900,Finance,42,Female,14,3,42,47,6,0.9619826240612182,1.7211605224625623,19,2,2,Medium,0.39998683137730623
EMP1901,Finance,30,Female,8,1,49,94,1,0.892041323631323,3.8965439153305326,13,2,1,Medium,0.17917822736133593
EMP1902,Sales,49,Female,9,5,35,70,3,0.9807534522798214,4.248958154434989,6,1,1,Medium,0.16997427421986425
EMP1903,Marketing,28,Male,3,5,54,18,5,0.88196953462367,3.7165153253394476,21,2,1,Medium,0.056340436044805244
EMP1904,Sales,37,Male,6,4,44,86,7,0.9049868168486935,3.4276891209061615,14,0,0,Medium,0.0
EMP1905,Finance,37,Female,10,4,46,84,8,0.8954259534791367,3.259251124344729,13,0,0,High,0.08868426594885852
EMP1906,Data Science,54,Female,11,4,39,70,9,0.889524774533105,4.4437219303147835,6,1,0,High,0.0
EMP1907,Finance,25,Female,5,5,43,89,6,0.9550381538587811,4.286586388658,23,2,1,High,0.0
EMP1908,Data Science,25,Male,6,2,57,25,9,0.9053537814538984,1.489154884722398,21,1,1,Medium,0.5856033168378006
EMP1909,Engineering,38,Male,4,5,42,11,8,0.8633434244050433,4.3943506281235125,15,2,0,Medium,0.010238219834765291
EMP1910,Finance,58,Female,10,3,50,81,9,0.8516316335316957,2.65627447776177,21,1,0,High,0.0
EMP1911,Engineering,50,Female,6,5,48,52,4,0.8075494633934868,2.014787319983243,14,1,1,Medium,0.009643037952850443
EMP1912,Marketing,57,Female,7,5,59,51,9,0.9166390323766093,4.479074272055703,22,2,1,High,0.17006423037629387
EMP1913,Sales,59,Male,9,1,47,86,7,0.8459922830802069,2.7280991985349665,10,0,1,Medium,0.016982667258368722
EMP1914,Data Science,58,Female,10,1,57,66,5,0.8296267844032766,4.233458760707267,20,2,1,Medium,0.15688788360283723
EMP1915,Sales,56,Male,7,1,55,90,5,0.9307659927655355,2.053614447823378,22,1,1,Medium,0.10879402532685521
EMP1916,Engineering,28,Female,6,5,47,97,1,0.9362418515643098,1.0157172856888712,24,1,1,Medium,0.4521891234135085
EMP1917,Data Science,48,Male,1,2,39,76,2,0.9504309784515332,2.9818367716117775,22,1,0,Medium,0.0
EMP1918,Sales,49,Male,2,3,50,39,3,0.9007153792677183,1.400913026571537,5,0,1,Low,0.656271986008208
EMP1919,Finance,43,Female,1,3,45,22,8,0.9788109210407774,4.017503822099639,7,1,2,Medium,0.0
EMP1920,HR,35,Female,9,2,56,28,6,0.9872685506796456,2.1043005442776415,19,0,2,Medium,0.4072375515614893
